paper_id,paper_title,metric,metric_smaller_category,metric_larger_category,outcome,outcome_smaller_category,outcome_larger_category,outcome_instrument,analysis_method,analysis_result
96,What does physiological synchrony reveal about metacognitive experiences and group performance?,physiological synchrony,electrodermal activity,physiological,mental effort,individual cognitive processes,process,questionnaire,regression,sig (positive)
96,What does physiological synchrony reveal about metacognitive experiences and group performance?,physiological synchrony,electrodermal activity,physiological,task difficulty,individual cognitive processes,process,questionnaire,regression,non-sig
96,What does physiological synchrony reveal about metacognitive experiences and group performance?,physiological synchrony,electrodermal activity,physiological,task interest,individual cognitive processes,process,questionnaire,regression,non-sig
96,What does physiological synchrony reveal about metacognitive experiences and group performance?,physiological synchrony,electrodermal activity,physiological,emotional valence,affective state,process,questionnaire,regression,non-sig
96,What does physiological synchrony reveal about metacognitive experiences and group performance?,physiological synchrony,electrodermal activity,physiological,perceived group performance,performance,product,questionnaire,regression,non-sig
96,What does physiological synchrony reveal about metacognitive experiences and group performance?,physiological synchrony,electrodermal activity,physiological,objective group performance score,performance,product,performance score,regression,non-sig
97,Physiological evidence of interpersonal dynamics in a cooperative production task,eda synchrony,electrodermal activity,physiological,team cohesion,interpersonal relationship / perception,process,questionnaire,regression,sig (negative)
97,Physiological evidence of interpersonal dynamics in a cooperative production task,smiling synchrony,facial expression,head,team cohesion,interpersonal relationship / perception,process,questionnaire,regression,sig
97,Physiological evidence of interpersonal dynamics in a cooperative production task,smiling synchrony,facial expression,head,routine choice,coordination,product,researcher codes,regression,sig
99,Brain-to-Brain Synchrony Tracks Real-World Dynamic Group Interactions in the Classroom,brain synchrony,neural activity,physiological,engagement,individual cognitive processes,process,questionnaire,regression,sig
99,Brain-to-Brain Synchrony Tracks Real-World Dynamic Group Interactions in the Classroom,brain synchrony,neural activity,physiological,social dynamics,interpersonal relationship / perception,process,questionnaire,regression,sig
101,Multi-modal Social Signal Analysis for Predicting Agreement in Conversation Settings,upper body agitation,gross body motion,body,agreement,coordination,product,expert rating,sup. machine learning,sig (75% accuracy)
101,Multi-modal Social Signal Analysis for Predicting Agreement in Conversation Settings,hand agitation,hand motion,body,agreement,coordination,product,expert rating,sup. machine learning,sig (75% accuracy)
101,Multi-modal Social Signal Analysis for Predicting Agreement in Conversation Settings,head orientation,head motion,head,agreement,coordination,product,expert rating,sup. machine learning,sig (75% accuracy)
101,Multi-modal Social Signal Analysis for Predicting Agreement in Conversation Settings,speaking time / turns,speech participation,verbal,agreement,coordination,product,expert rating,sup. machine learning,sig (75% accuracy)
103,Predicting Collaborative Learning Quality through Physiological Synchrony Recorded by Wearable Biosensors,eda synchrony,electrodermal activity,physiological,collaboration quality,coordination,product,researcher codes,sup. machine learning,sig
103,Predicting Collaborative Learning Quality through Physiological Synchrony Recorded by Wearable Biosensors,eda synchrony,electrodermal activity,physiological,collaboration quality,individual cognitive processes,process,researcher codes,sup. machine learning,sig
103,Predicting Collaborative Learning Quality through Physiological Synchrony Recorded by Wearable Biosensors,heart rate sychrony,heart rate,physiological,collaboration quality,coordination,product,researcher codes,sup. machine learning,non-sig
103,Predicting Collaborative Learning Quality through Physiological Synchrony Recorded by Wearable Biosensors,heart rate sychrony,heart rate,physiological,collaboration quality,individual cognitive processes,process,researcher codes,sup. machine learning,non-sig
104,Effects of Shared Gaze on Audio- Versus Text-Based Remote Collaborations,shared gaze,gaze / eye direction,gaze,cognitive load,individual cognitive processes,process,questionnaire,anova,non-sig
104,Effects of Shared Gaze on Audio- Versus Text-Based Remote Collaborations,shared gaze,gaze / eye direction,gaze,quality of collaboration,coordination,product,self-report,anova,sig
104,Effects of Shared Gaze on Audio- Versus Text-Based Remote Collaborations,shared gaze,gaze / eye direction,gaze,quality of collaboration,communication,product,self-report,anova,sig
104,Effects of Shared Gaze on Audio- Versus Text-Based Remote Collaborations,shared gaze,gaze / eye direction,gaze,task performance,performance,product,"completion time, correctness",anova,sig
104,Effects of Shared Gaze on Audio- Versus Text-Based Remote Collaborations,shared gaze,gaze / eye direction,gaze,gaze overlap,coordination,product,calculation,anova,sig
105,Body synchrony in triadic interaction,body synchronization,gross body motion,body,cooperation,interpersonal relationship / perception,process,task outcome (prisoner's dilemna),regression,non-sig
105,Body synchrony in triadic interaction,body synchronization,gross body motion,body,cultural style matching,group composition,condition,video coding,regression,sig (neg)
105,Body synchrony in triadic interaction,body synchronization,gross body motion,body,language style matching,group composition,condition,video coding,regression,sig (neg)
105,Body synchrony in triadic interaction,body synchronization,gross body motion,body,colaughter,interpersonal relationship / perception,process,video coding,regression,sig
174,Using the Tablet Gestures and Speech of Pairs of Students to Classify Their Collaboration,speech time,speech participation,verbal,collaboration quality,coordination,product,self made researcher coding scheme (4-scale ranging between collaboration and cooperation),sup. machine learning,sig
174,Using the Tablet Gestures and Speech of Pairs of Students to Classify Their Collaboration,speech time,speech participation,verbal,collaboration quality,communication,product,self made researcher coding scheme (4-scale ranging between collaboration and cooperation),sup. machine learning,sig
174,Using the Tablet Gestures and Speech of Pairs of Students to Classify Their Collaboration,thousands of features prosodic speech,audio features,verbal,collaboration quality,coordination,product,self made researcher coding scheme (4-scale ranging between collaboration and cooperation),sup. machine learning,sig
174,Using the Tablet Gestures and Speech of Pairs of Students to Classify Their Collaboration,thousands of features prosodic speech,audio features,verbal,collaboration quality,communication,product,self made researcher coding scheme (4-scale ranging between collaboration and cooperation),sup. machine learning,sig
174,Using the Tablet Gestures and Speech of Pairs of Students to Classify Their Collaboration,movement of objects including revisiting past actions,task-related,activity log,collaboration quality,coordination,product,self made researcher coding scheme (4-scale ranging between collaboration and cooperation),sup. machine learning,sig
174,Using the Tablet Gestures and Speech of Pairs of Students to Classify Their Collaboration,movement of objects including revisiting past actions,task-related,activity log,collaboration quality,communication,product,self made researcher coding scheme (4-scale ranging between collaboration and cooperation),sup. machine learning,sig
181,Improving Visibility of Remote Gestures in Distributed Tabletop Collaboration,gesture type and location,hand motion,body,frequency of utterances,communication,product,calculation,anova,sig
181,Improving Visibility of Remote Gestures in Distributed Tabletop Collaboration,gesture type and location,hand motion,body,subjective workload,individual cognitive processes,process,survey,anova,sig
182,Employing Social Gaze and Speaking Activity for Automatic Determination of the Extraversion Trait,speaking time % per individual,speech participation,verbal,extraversion rating,group composition,condition,big marker five scale (? researcher coded ?),sup. machine learning,sig
182,Employing Social Gaze and Speaking Activity for Automatic Determination of the Extraversion Trait,attention received per person,gaze / eye direction,gaze,extraversion rating,group composition,condition,big marker five scale (? researcher coded ?),sup. machine learning,sig
182,Employing Social Gaze and Speaking Activity for Automatic Determination of the Extraversion Trait,attention given by person,gaze / eye direction,gaze,extraversion rating,group composition,condition,big marker five scale (? researcher coded ?),sup. machine learning,sig
503,See What I’m Saying? Using Dyadic Mobile Eye Tracking to Study Collaborative Reference,gaze overlap,gaze / eye direction,gaze,referential form,communication,product,self-made researcher codes,regression,ns
506,Privacy-Preserving Speech Analytics for Automatic Assessment of Student Collaboration,duration of speech by each student,speech participation,verbal,collaboration quality of group [4 level scale],coordination,product,video coded scale of collaboration,sup. machine learning,ns
506,Privacy-Preserving Speech Analytics for Automatic Assessment of Student Collaboration,duration in which each student was only speaker,speech participation,verbal,collaboration quality of group [4 level scale],coordination,product,video coded scale of collaboration,sup. machine learning,ns
506,Privacy-Preserving Speech Analytics for Automatic Assessment of Student Collaboration,duration of overlapping speech from pairs of students,speech participation,verbal,collaboration quality of group [4 level scale],coordination,product,video coded scale of collaboration,sup. machine learning,ns
506,Privacy-Preserving Speech Analytics for Automatic Assessment of Student Collaboration,duration of overlapping speech from all people,speech participation,verbal,collaboration quality of group [4 level scale],coordination,product,video coded scale of collaboration,sup. machine learning,ns
506,Privacy-Preserving Speech Analytics for Automatic Assessment of Student Collaboration,duration of silence for all people,speech participation,verbal,collaboration quality of group [4 level scale],coordination,product,video coded scale of collaboration,sup. machine learning,ns
506,Privacy-Preserving Speech Analytics for Automatic Assessment of Student Collaboration,prosodic and tone features [many],audio features,verbal,collaboration quality of group [4 level scale],coordination,product,video coded scale of collaboration,sup. machine learning,ns
